;Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
681;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE ITALIA;33074038;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA MARUPIARA, 105 ROCHA MIRANDA. 21510-210 Rio de Janeiro - RJ.;(21) 23338361;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-22.841476;-43.348199799999996
682;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE JOSUE DE CASTRO;33074046;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA SOLDADO SERVINO MENGARDA, 260 VILA KOSMOS. 21210-840 Rio de Janeiro - RJ.;(21) 23339833;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-22.849614499999998;-43.3040568
683;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE NUNO ALVARES PEREIRA;33074054;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA BEIRA ALTA, 0 QUADRA 04. IRAJA. 21230-550 Rio de Janeiro - RJ.;(21) 23335681;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-22.825206299999998;-43.3159427
684;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL EUCLIDES DA CUNHA;33074070;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DO BARRO VERMELHO, 1571 COLEGIO. 21540-501 Rio de Janeiro - RJ.;(21) 33715368;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.84505;-43.3378
685;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ROSA CHAMMA;33074089;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA BRAZ DE PINA, 1424 VILA DA PENHA. 21210-675 Rio de Janeiro - RJ.;(21) 24816022;Privada;Particular;Não;Não;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.84001;-43.309129999999996
686;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDUCANDARIO LUSO;33074135;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA OLIVEIRA ALVARES, 253 IRAJA. 21235-160 Rio de Janeiro - RJ.;(21) 30142529;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8419469;-43.3274052
687;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE MATO GROSSO;33074151;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA MIRANDA E BRITO, 119 IRAJA. 21235-130 Rio de Janeiro - RJ.;(21) 23338367;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.842954000000002;-43.3260729
688;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE ADLAI STEVENSON;33074160;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA HERON DOMINGUES, 122 VISTA ALEGRE. 21230-420 Rio de Janeiro - RJ.;(21) 23338346;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-22.8256129;-43.3211945
689;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE OLIMPIA DO COUTO;33074232;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CANUDOS, 0 S/Nº. IRAJA. 21230-075 Rio de Janeiro - RJ.;(21) 23338401;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-22.8234957;-43.3345386
690;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE RODRIGO OTAVIO FILHO;33074267;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA MARAMBAIA, 408 IRAJA. 21361-290 Rio de Janeiro - RJ.;(21) 23339844;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-22.851710999999998;-43.3253134
691;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514013 ESCOLA MUNICIPAL ADLAI STEVENSON;33074291;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA BEIRA ALTA, 95 VISTA ALEGRE. 21230-550 Rio de Janeiro - RJ.;(21) 33725700;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-22.82515073;-43.31548637
692;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514007 ESCOLA MUNICIPAL ALBERT SABIN;33074305;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;PRACA PAULO SETUBAL, 27 V DA PENHA. 21221-350 Rio de Janeiro - RJ.;(21) 34581886;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-22.842146399999997;-43.3108256
693;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514011 ESCOLA MUNICIPAL ALFREDO DE PAULA FREITAS;33074313;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA GUSTAVO DE ANDRADE, 290 IRAJA. 21235-500 Rio de Janeiro - RJ.;(21) 33725139;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado;-22.838407999999998;-43.3241495
694;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514024 ESCOLA MUNICIPAL ALMIRANTE NEWTON BRAGA DE FARIA;33074321;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA MONSENHOR FELIX, IRAJA. 21235-113 Rio de Janeiro - RJ.;(21) 33720063;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado;-22.83545;-43.32635
695;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514035 ESCOLA MUNICIPAL AMAPA;33074330;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA TORIBA, 106 COLEGIO. 21545-260 Rio de Janeiro - RJ.;(21) 33735378;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-22.844696300000003;-43.339104600000006
696;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514015 ESCOLA MUNICIPAL BARCELONA;33074348;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;R GUSTAVO MARTINS, 67 IRAJA. 21220-480 Rio de Janeiro - RJ.;(21) 24829975;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;;-22.842931699999998;-43.31866470000001
697;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514005 ESCOLA MUNICIPAL BOLIVIA;33074356;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;PCA COTIGI, 211 VICENTE DE CARVALHO. 21371-430 Rio de Janeiro - RJ.;(21) 34576399;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8568146;-43.316499799999995
698;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514002 ESCOLA MUNICIPAL CECILIA MEIRELLES;33074364;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;R SOLDADO SERVINO MENGARDA, 260 V KOSMOS. 21210-840 Rio de Janeiro - RJ.;(21) 34573846;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-22.8495202;-43.3036374
699;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514031 ESCOLA MUNICIPAL CLAUDIO IGNACIO DE OLIVEIRA;33074372;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTR CORONEL VIEIRA, IRAJA. 21220-310 Rio de Janeiro - RJ.;(21) 24827637;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8478868;-43.3198928
700;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514025 ESCOLA MUNICIPAL CONDE PEREIRA CARNEIRO;33074380;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;R MOLLIERE, 10 IRAJA. 21230-045 Rio de Janeiro - RJ.;(21) 33726139;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-22.8233848;-43.3310114
701;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514001 ESCOLA MUNICIPAL DESEMBARGADOR MONTENEGRO;33074399;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AV VICENTE DE CARVALHO, 1086 CONJUNTO IPASE. VILA KOSMOS. 21210-840 Rio de Janeiro - RJ.;(21) 34570922;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-22.848716600000003;-43.3044359
702;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0515011 ESCOLA MUNICIPAL EMBAIXADOR JOAO NEVES DA FONTOURA;33074402;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;PCA DAS ESMERALDAS, 23 ROCHA MIRANDA. 21510-030 Rio de Janeiro - RJ.;(21) 33725181;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-22.84563;-43.351290000000006
703;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0515007 ESCOLA MUNICIPAL FRANCISCO FRIAS DE MESQUITA;33074410;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;R FAIA, 546 ROCHA MIRANDA. 21545-110 Rio de Janeiro - RJ.;(21) 33766765;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.846655600000002;-43.3446335
704;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514026 ESCOLA MUNICIPAL FRANCISCO SERTORIO PORTINHO;33074429;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA AMANCIO BEZERRA, 49 IRAJA. 21230-290 Rio de Janeiro - RJ.;(21) 33730322;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.829968;-43.3273076
705;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514023 ESCOLA MUNICIPAL GASPAR VIANNA;33074437;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;R HERON DOMINGUES, 122 VISTA ALEGRE. 21230-420 Rio de Janeiro - RJ.;(21) 33725041;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado;-22.8255207;-43.3210358
706;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0515802 EDI GUSTAVO LESSA;33074445;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA MARUPIARA, S/Nº ROCHA MIRANDA. 21510-230 Rio de Janeiro - RJ.;(21) 33720131;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-22.8413459;-43.3466237
707;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514010 ESCOLA MUNICIPAL IRA;33074453;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;R SAO LEONARDO 47, 47 IRAJA. 21231-070 Rio de Janeiro - RJ.;(21) 33725316;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-22.8343093;-43.319762299999994
708;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0515002 ESCOLA MUNICIPAL ITALIA;33074461;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AV DOS ITALIANOS, 992 ROCHA MIRANDA. 21510-103 Rio de Janeiro - RJ.;(21) 20511206;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Fundamental;;-22.840876788832198;-43.349158437922604
709;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514012 ESCOLA MUNICIPAL J CARLOS;33074470;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;R RIBATEJO, 245 VISTA ALEGRE. 21230-560 Rio de Janeiro - RJ.;(21) 33720037;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-22.8247091;-43.315236299999995
710;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514803 EDI JOSE ALPOIM;33074488;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AV. PASTOR MARTIN LUTHER KING JR., 8173 COLEGIO. 21371-312 Rio de Janeiro - RJ.;(21) 33735828;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-22.843507155776;-43.331781663000605
711;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514020 ESCOLA MUNICIPAL JOSE DO PATROCINIO;33074496;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA GUSTAVO DE ANDRADE, 270 IRAJA. 21235-500 Rio de Janeiro - RJ.;(21) 34558524;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-22.8380405204371;-43.3232615422457
712;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0515004 ESCOLA MUNICIPAL LUIZ DE CAMOES;33074500;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DO BARRO VERMELHO, 1446 COLEGIO. 21540-501 Rio de Janeiro - RJ.;(21) 33758466;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-22.846;-43.3387
713;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514802 EDI LUXEMBURGO;33074518;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA AVEIRO, 40 VISTA ALEGRE. 21230-540 Rio de Janeiro - RJ.;(21) 33725004;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.823014;-43.31617120000001
714;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0514003 ESCOLA MUNICIPAL MAESTRO PIXINGUINHA;33074526;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANAMBES, 50 VILA KOSMOS. 21220-040 Rio de Janeiro - RJ.;(21) 24829875;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-22.8584954;-43.307533899999996
