,Unnamed: 0,Unnamed: 0.1,Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude,Modalidade
1649,1662,1662,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625006 ESCOLA MUNICIPAL ERICO VERISSIMO,33088250,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BRIGADEIRO OVIDIO BERALDO, 255 FAZ BOTAFOGO. ACARI. 21530-130 Rio de Janeiro - RJ.",(21) 24070784,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-22.82519599,-43.35186519,3
1650,1663,1663,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625805 EDI FIRMINO COSTA,33088268,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PC ROCHA VAZ, COELHO NETO. 21511-480 Rio de Janeiro - RJ.",(21) 33727713,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-22.835687600000004,-43.3595599,2
1651,1664,1664,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625003 ESCOLA MUNICIPAL MONTE CASTELO,33088276,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA OUSELEY, S/N COELHO NETO. 21530-170 Rio de Janeiro - RJ.",(21) 24070330,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.8294009,-43.3486823,3
1652,1665,1665,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625034 ESCOLA MUNICIPAL MOTORISTA PASCHOAL ANDRE,33088284,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SOLDADO RUBEM GALVAO, SN PAVUNA. 21650-490 Rio de Janeiro - RJ.",(21) 33581370,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.8201,-43.3775,6
1653,1666,1666,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625806 EDI ANA DE BARROS CAMARA,33088292,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA THEREMIN, SN ACARI. 21530-290 Rio de Janeiro - RJ.",(21) 24072210,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8286,-43.3487,2
1654,1667,1667,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625023 ESCOLA MUNICIPAL THOMAS JEFFERSON,33088306,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV. PASTOR MARTIM LUTHER KING JUNIOR, SN ACARI. 21530-015 Rio de Janeiro - RJ.",(21) 24076695,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.819793,-43.35237120000001,6
1655,1668,1668,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625008 ESCOLA MUNICIPAL VIRGILIO FRANCISCO MONTEIRO,33088314,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R ENDER, 180 ACARI. 21530-160 Rio de Janeiro - RJ.",(21) 24072156,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.8269570879638,-43.352779839187896,3
1656,1669,1669,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ABMSA - INSTITUTO SANTO ANTONIO,33088349,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARIA JOAQUINA, 544 PAVUNA. 21520-280 Rio de Janeiro - RJ.",(21) 24741080,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,-22.80848,-43.37063,42
1657,1670,1670,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JD ESC TIA ZEZE,33088357,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA SARGENTO DE MILICIAS, 520 PAVUNA. 21532-290 Rio de Janeiro - RJ.",(21) 24741065,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.80399,-43.36,6
1658,1671,1671,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JD ESC CANTINHO DO MICKEY EDUC P DE G,33088381,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FRANKLIN DE CARVALHO, 176 PEDRA DE GUARATIBA. 23026-250 Rio de Janeiro - RJ.",(21) 24171730,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.99896,-43.63325,6
1659,1672,1672,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1026202 CIEP HILDEBRANDO DE ARAUJO GOES,33088390,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DA PEDRA, S/N PEDRA DE GUARATIBA. 23030-380 Rio de Janeiro - RJ.",(21) 33771347,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.975179999999998,-43.64814000000001,6
1660,1673,1673,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE COMUNITARIA JD PEDRA AZUL,33088403,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"ESTRADA DA CAPOEIRA GRANDE, 15 GUARATIBA. 23026-220 Rio de Janeiro - RJ.",(21) 999627737,Privada,Filantrópica,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.9838738,-43.6234653,2
1661,1674,1674,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE DEBORAH MENDES DE MORAES,33088420,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SOLDADO ANTONIO DE PAULA, 00 PEDRA DE GUARATIBA. 23027-260 Rio de Janeiro - RJ.",(21) 23337391,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,-23.004181399999997,-43.629323,7
1662,1675,1675,ESCOLA PARALISADA,ESC JD MARAVILHA,33088438,RJ,Rio de Janeiro,Urbana,Não Informado,Privada,"RUA SILVANIA, 390 GUARATIBA. 23031-175 Rio de Janeiro - RJ.",(21) 34268075,Privada,Não Informado,Não,,,,,-22.9650611,-43.6107977,6
1663,1676,1676,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA SANTA CLARA,33088446,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"ESTRADA DO MAGARCA, 2875 GUARATIBA. 23035-380 Rio de Janeiro - RJ.",(21) 33163789,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.93507,-43.5792366,15
1664,1677,1677,ESCOLA PARALISADA,GREMIO SORRISO,33088454,RJ,Rio de Janeiro,Urbana,Não Informado,Privada,"TRAVESSA SERAFIM, 12 PEDRA DE GUARATIBA. 23027-120 Rio de Janeiro - RJ.",,Privada,Não Informado,Não,,,,,-22.9984051,-43.6405965,6
1665,1678,1678,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0312503 CIEP CORONEL SARMENTO,33088489,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV. ITAOCA, S/Nº INHAUMA. 21061-020 Rio de Janeiro - RJ.",(21) 32731804,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.8726079,-43.276793100000006,6
1666,1679,1679,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SANTA MONICA - BONSUCESSO,33088519,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DOS DEMOCRATICOS, 1251 MANGUINHOS. 21050-000 Rio de Janeiro - RJ.",(21) 36822000,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8730935,-43.2585281,30
1667,1680,1680,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ADVENTISTA DE INHAUMA,33088543,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MATEUS SILVA, 222 INHAUMA. 20760-480 Rio de Janeiro - RJ.",(21) 39797383,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.876360000000002,-43.28595,6
1668,1681,1681,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA NELSON AMADO,33088551,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JULIA CORTINES, 86 ENGENHO DA RAINHA. 20761-200 Rio de Janeiro - RJ.",(21) 25959022,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.870639999999998,-43.295429999999996,6
1669,1682,1682,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC TECNICA VIRGINIA PATRICK,33088560,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DOM HELDER CAMARA, 2.514 BENFICA. 21050-452 Rio de Janeiro - RJ.",(21) 39776784,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-22.8804662,-43.2692973,105
1670,1683,1683,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL CELIO RODRIGUES LTDA - COLEGIO CELIO RODRIGUES,33088594,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MIGUEL CERVANTES, 90 CACHAMBI. 20780-370 Rio de Janeiro - RJ.",(21) 22010607,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8904,-43.27114,6
1671,1684,1684,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JD ESC SONHO DO BOMBOM,33088616,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ATILIO CORREIA LIMA, 127 HIGIENOPOLIS. 21051-450 Rio de Janeiro - RJ.",(21) 22908346,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.87269,-43.265879999999996,2
1672,1685,1685,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1019603 CRECHE MUNICIPAL JARDIM DOS VIEIRAS,33094470,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DOS VIEIRAS, S/Nº JARDIM DOS VIEIRAS. PACIENCIA. 23587-610 Rio de Janeiro - RJ.",(21) 34050826,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9242,-43.6285,2
1673,1686,1686,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716205 CIEP RUBENS PAIVA,33094489,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR JOAO BRUNO LOBO, S/N CURICICA. 22780-805 Rio de Janeiro - RJ.",(21) 24342679,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-22.9533333,-43.382749,42
1674,1687,1687,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1019601 CRECHE MUNICIPAL SEMPRE VIDA VALE DO SOL,33094500,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DO GUANDU, 258 CONJUNTO GUANDU. SANTA CRUZ. 23560-150 Rio de Janeiro - RJ.",(21) 33656603,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.90288360000001,-43.705828600000004,2
1675,1688,1688,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716211 CIEP COMPOSITOR DONGA,33094543,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DA BOIUNA, 1005 TAQUARA / JACAREPAGUA. 22723-021 Rio de Janeiro - RJ.",(21) 34138814,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-22.9155818,-43.40325128,42
1676,1689,1689,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716503 CIEP DOUTOR ADELINO DA PALMA,33094551,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CANDIDO BENICIO, S/N MATO ALTO. PRACA SECA. 22733-000 Rio de Janeiro - RJ.",(21) 33923831,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,-22.9062987,-43.356875,42
1677,1690,1690,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716210 CIEP DR JOAQUIM PIMENTA,33094560,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VILA AURORA, SN CURICICA. 22710-025 Rio de Janeiro - RJ.",(21) 34327046,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.9449721,-43.3778341,3
1678,1691,1691,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE COM SAGRADO CORACAO DE MARIA,33094578,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CARMELA DUTRA, 24 PARQUE MARE. BONSUCESSO. 21043-160 Rio de Janeiro - RJ.",(21) 39768782,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.85783510000001,-43.24326370000001,2
1679,1692,1692,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE ESC COM ISMENIA RIBEIRO,33094586,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"TRAVESSA AURORA, 52 SANTA CRUZ. 23550-590 Rio de Janeiro - RJ.",(21) 24065614,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9360379,-43.692080600000004,2
1680,1693,1693,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0107601 CRECHE MUNICIPAL ADALBERTO ISMAEL DE SOUZA,33094594,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV. BARTOLOMEU DE GUSMAO, 1100 SAO CRISTOVAO. 20941-160 Rio de Janeiro - RJ.",(21) 22645470,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.906470499999998,-43.232625,2
1681,1694,1694,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0107606 CRECHE MUNICIPAL FRANCISCO ALVES,33094624,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA CARMELA DUTRA, 01 01. SAO CRISTOVAO. 20921-240 Rio de Janeiro - RJ.",(21) 38958657,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.889722,-43.2301699,2
1682,1695,1695,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1019620 CRECHE MUNICIPAL SEMENTINHA DO AMOR,33094640,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAV. ROCHA LIMA, 12 PEDRINHAS. SANTA CRUZ. 23510-300 Rio de Janeiro - RJ.",(21) 31579460,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9189666,-43.67302120000001,2
1683,1696,1696,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1019616 CRECHE MUNICIPAL MARIA HELENA PAPERA MONTEIRO,33094659,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MASSAPE, VILA PACIENCIA. PACIENCIA. 23595-070 Rio de Janeiro - RJ.",(21) 31584887,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.93336660000001,-43.6501109,2
1684,1697,1697,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE CAAD - DONA ZULMIRA TELLES,33094667,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA HERMES DA SILVA, 3 SANTA CRUZ. 23550-155 Rio de Janeiro - RJ.",(21) 24180023,Privada,Comunitária,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.92243,-43.69531,2
1685,1698,1698,ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,0918082 ESCOLA MUNICIPAL MARIA MONTESSORI,33094675,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA IVO DO PRADO, 361 CAMPO GRANDE. 23080-200 Rio de Janeiro - RJ.",(21) 33941376,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-22.899725699999998,-43.5653229,3
1686,1699,1699,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SANTA MONICA CENTRO EDUCACIONAL MADUREIRA,33094861,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOAO VICENTE, 173 MADUREIRA. 21340-020 Rio de Janeiro - RJ.",(21) 24503111,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.87512000000001,-43.3407,30
1687,1700,1700,ESCOLA PARALISADA,1019617 CRECHE MUNICIPAL NAIR DA FONSECA,33094977,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"ESTRADA DE SEPETIBA, 93 SEPETIBA. 23520-660 Rio de Janeiro - RJ.",(21) 34048788,Municipal,Não Informado,Não,,,,,-22.9673839,-43.7058915,2
1688,1701,1701,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0817610 CRECHE MUNICIPAL SEMPRE VIDA FAZENDA COQUEIROS,33094993,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DO TAQUARAL, 602 BANGU. 21842-550 Rio de Janeiro - RJ.",(21) 34636302,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8696824,-43.5027545,2
1689,1702,1702,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0817605 CRECHE MUNICIPAL MANE GARRINCHA II,33095000,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA CARLOS SAMPAIO CORREIA, 34 QD G LOTE. BANGU. 21831-300 Rio de Janeiro - RJ.",(21) 34248599,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.878107800000002,-43.4807534,2
1690,1703,1703,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0817611 CRECHE MUNICIPAL TIA ELZA,33095019,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BOM SOSSEGO, 382 PADRE MIGUEL. 21870-390 Rio de Janeiro - RJ.",(21) 34228542,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8676577,-43.4542595,2
1691,1704,1704,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0817603 CRECHE MUNICIPAL DENTE DE LEITE,33095043,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO COLEIRO, S/N CONJ J.SALDANHA. JARDIM BANGU. 21863-410 Rio de Janeiro - RJ.",(21) 34655636,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8500057,-43.460866700000004,2
1692,1705,1705,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0330602 CRECHE MUNICIPAL NOVA BRASILIA,33095060,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"JEHOVAN COSTA, SN BONSUCESSO. 21061-250 Rio de Janeiro - RJ.",(21) 38853406,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.865629000000002,-43.2701674,2
1693,1706,1706,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE BERNARDO DE VASCONCELOS,33095078,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SANTA ROSALIA, 100 PENHA. 21070-440 Rio de Janeiro - RJ.",(21) 32096362,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-22.8455993,-43.2840088,5
1694,1707,1707,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0313601 CRECHE MUNICIPAL VILA DOS MINEIROS,33095086,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL CORREIA, 199 CASA 2. PIEDADE. 21381-400 Rio de Janeiro - RJ.",(21) 25932391,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8761339,-43.305062899999996,2
1695,1708,1708,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0330601 CRECHE MUNICIPAL JOSE DE VIEIRA DA SILVA,33095094,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DE ITARARE, 480 RUA NOVA,79. COMPLEXO DO ALEMAO -RAMOS. 21061-240 Rio de Janeiro - RJ.",(21) 38854941,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8617008,-43.271041,2
1696,1709,1709,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0312602 CRECHE MUNICIPAL ENGENHO DA RAINHA,33095108,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEREIRA PINTO, 191 TOMAS COELHO. 20761-350 Rio de Janeiro - RJ.",(21) 932725557,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8695076,-43.2998449,2
1697,1710,1710,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0313607 CRECHE MUNICIPAL ODETINHA VIDAL DE OLIVEIRA,33095124,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR ANTENOR NASCENTES, 340 LINS DE VASCONCELOS. 20710-150 Rio de Janeiro - RJ.",(21) 32785564,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9062387,-43.2730799,2
